Date,Temperature,Humidity,PM2.5,PM10
2022-01-01 0:00:00,6.854305348,1.961053247,56.12056531,140.3281928
2022-01-01 1:00:00,32.78214379,67.13680089,59.60985277,58.82001488
2022-01-01 2:00:00,22.93972738,52.31581498,40.99797259,71.12840414
2022-01-01 3:00:00,16.93963179,89.86389283,83.84826906,63.23643561
2022-01-01 4:00:00,-2.97916118,16.43926843,18.51759388,42.08205349
2022-01-01 5:00:00,-2.980246585,80.41092461,55.48421904,134.2566432
2022-01-01 6:00:00,-7.386237452,79.19610145,72.22332562,49.83582988
2022-01-01 7:00:00,28.97792656,12.71811892,90.39761719,86.78947045
2022-01-01 8:00:00,17.05017553,39.85592241,88.39183964,36.00503766
2022-01-01 9:00:00,21.863266,17.01526411,50.87402894,119.6063062
2022-01-01 10:00:00,-9.073697757,25.47205005,64.31614512,116.1297989
2022-01-01 11:00:00,33.64594335,26.32461748,39.42377361,44.44682077
2022-01-01 12:00:00,27.45991884,55.6236394,46.81777629,102.233111
2022-01-01 13:00:00,-0.4447400195,41.14109318,90.62657926,105.58103
2022-01-01 14:00:00,-1.817876476,94.7732804,93.07039932,84.37671242
2022-01-01 15:00:00,-1.746797057,12.63701419,89.54140581,90.08975734
2022-01-01 16:00:00,3.690900933,97.36921349,13.83708618,86.16819574
2022-01-01 17:00:00,13.61403942,23.06386402,85.00840213,12.2796606
2022-01-01 18:00:00,9.437525839,77.28739364,94.8363731,100.5398017
2022-01-01 19:00:00,3.105311309,33.89699262,36.12496946,70.46625148
2022-01-01 20:00:00,17.53338026,14.30813954,51.86462894,65.76859208
2022-01-01 21:00:00,-3.722776271,85.78891852,77.90952558,128.9998828
2022-01-01 22:00:00,3.146509184,30.88608992,56.20781376,3.484007019
2022-01-01 23:00:00,6.486282948,65.88554042,99.34835217,37.69723769
2022-01-02 0:00:00,10.52314929,56.64436851,45.57133652,18.21052498
2022-01-02 1:00:00,25.33291826,47.17563094,71.39427112,5.301156691
2022-01-02 2:00:00,-1.014679803,49.58194726,79.25911402,41.35154965
2022-01-02 3:00:00,13.14054973,73.22379141,49.41004158,148.2714409
2022-01-02 4:00:00,16.6586556,8.777291412,85.69838057,40.53437598
2022-01-02 5:00:00,-7.909731428,66.8180662,54.61545912,99.55587297
2022-01-02 6:00:00,17.33951834,89.58121014,41.16507968,17.74483351
2022-01-02 7:00:00,-2.326414434,5.778819702,10.78236739,90.27714451
2022-01-02 8:00:00,-7.072678316,14.06533392,39.34135764,147.6722225
2022-01-02 9:00:00,32.69984918,71.66319367,73.39364547,43.77562852
2022-01-02 10:00:00,33.45344149,43.72816482,92.12864117,127.2113425
2022-01-02 11:00:00,26.37788067,40.35486208,25.16794039,149.6357071
2022-01-02 12:00:00,3.707619613,13.69666345,35.52355173,88.28311331
2022-01-02 13:00:00,-5.60475487,50.67700407,15.39609941,46.41016506
2022-01-02 14:00:00,20.79048619,12.65453112,69.07228942,101.029689
2022-01-02 15:00:00,9.806862218,47.66204563,96.018843,126.7272309
2022-01-02 16:00:00,-4.508279432,76.3615299,64.09522198,25.70253644
2022-01-02 17:00:00,12.28296096,25.82643579,61.707653,67.87736458
2022-01-02 18:00:00,-8.45251655,48.07861682,55.34899305,47.87815652
2022-01-02 19:00:00,30.91941809,99.20159694,8.845574069,42.50384954
2022-01-02 20:00:00,1.645099172,68.66504234,72.95038264,129.1231891
2022-01-02 21:00:00,19.8135028,84.13567713,60.20495435,63.24810102
2022-01-02 22:00:00,4.026998424,41.48476066,66.14767689,50.86145127
2022-01-02 23:00:00,13.40306095,76.78609231,89.8811093,90.52658121
2022-01-03 0:00:00,14.60196257,4.050917294,78.39607871,32.91023695
2022-01-03 1:00:00,-1.681549501,12.29111825,78.09152522,34.48402359
2022-01-03 2:00:00,33.63130825,20.30705929,92.71837689,78.04330963
2022-01-03 3:00:00,24.88097705,40.19519246,98.99349515,61.3909093
2022-01-03 4:00:00,32.27745237,84.57448783,58.1282732,44.24735759
2022-01-03 5:00:00,30.26723077,34.62660508,10.8881616,8.092669841
2022-01-03 6:00:00,16.90549905,65.46211935,45.91299078,78.1161358
2022-01-03 7:00:00,31.48434058,70.93142948,78.76011465,122.4913808
2022-01-03 8:00:00,-6.017837408,58.61823541,2.772532476,127.7065808
2022-01-03 9:00:00,-1.180771191,35.72419682,5.688743836,35.31599696
2022-01-03 10:00:00,-7.964771999,57.70533417,6.715778238,89.94618059
2022-01-03 11:00:00,4.639864884,34.22655928,73.10357583,128.3821964
2022-01-03 12:00:00,7.490478036,8.387373855,50.11666286,61.30888924
2022-01-03 13:00:00,2.21070643,99.28039782,36.88979435,139.8205226
2022-01-03 14:00:00,27.29318791,12.71824536,10.56170453,135.4467794
2022-01-03 15:00:00,6.053899701,7.234838384,73.22402502,31.22008461
2022-01-03 16:00:00,2.642052936,87.85307492,32.10198106,38.84472494
2022-01-03 17:00:00,14.42132374,30.18346609,26.53240701,27.0662998
2022-01-03 18:00:00,-3.658409876,65.02969741,65.23192016,29.40815272
2022-01-03 19:00:00,26.09886413,32.90057297,55.90108926,136.1793131
2022-01-03 20:00:00,-6.645221034,39.14542708,36.24106418,139.6706864
2022-01-03 21:00:00,34.40991215,26.2112972,64.14874708,7.784586178
2022-01-03 22:00:00,24.75101462,34.30440058,27.12215204,89.04050335
2022-01-03 23:00:00,-1.057794331,41.07004006,79.48302616,84.63473443
2022-01-04 0:00:00,-9.751504729,72.04160691,22.93189503,58.58214701
2022-01-04 1:00:00,26.69576428,51.15361942,15.88376954,94.75463892
2022-01-04 2:00:00,21.80858047,94.35652172,78.24394095,142.1051738
2022-01-04 3:00:00,22.80532256,4.188039384,70.78920307,25.53823241
2022-01-04 4:00:00,24.7071656,50.30683226,18.26389757,18.06163646
2022-01-04 5:00:00,-6.667990672,58.42247888,11.62457527,5.008585624
2022-01-04 6:00:00,6.130957784,92.01969861,83.83990885,54.57499618
2022-01-04 7:00:00,-4.785892321,4.915852362,77.65984822,50.64427156
2022-01-04 8:00:00,28.83965416,57.34995849,32.72573737,64.62295322
2022-01-04 9:00:00,18.04841571,85.36299285,65.81974082,75.49650463
2022-01-04 10:00:00,4.890411118,24.19277281,12.41601865,113.6735991
2022-01-04 11:00:00,-7.139874237,87.62923485,50.7047659,58.81700857
2022-01-04 12:00:00,3.994204477,1.904340927,1.873029206,49.5919664
